epoch,total_time,data_loading,forward_pass,loss_computation,backward_pass,optimizer_step
38,0.7550069708377123,0.03704055305570364,0.04995226766914129,0.1441316083073616,0.16560812573879957,0.34894480742514133
39,0.7538817832246423,0.03662751894444227,0.049027128145098686,0.14555965177714825,0.16383786872029305,0.34959276113659143
40,0.7466228837147355,0.03526670765131712,0.047554449178278446,0.14426630642265081,0.1653265906497836,0.34548692125827074
41,0.74046122841537,0.032029480673372746,0.04927043151110411,0.1426887670531869,0.16499638743698597,0.34301844239234924
42,0.8321129707619548,0.11383181717246771,0.051730452105402946,0.14367850217968225,0.1715345410630107,0.3425394892692566
43,0.7465103967115283,0.0318840928375721,0.04721915163099766,0.1444350490346551,0.1647236840799451,0.34899835754185915
44,0.7652244167402387,0.03630846180021763,0.05411146301776171,0.14361946936696768,0.17035183683037758,0.35078374668955803
45,0.7548893848434091,0.03161875810474157,0.054915981367230415,0.14136408921331167,0.17136835679411888,0.3467701030895114
46,0.7512777782976627,0.03688550554215908,0.04827425628900528,0.1437383620068431,0.17443599924445152,0.3392465701326728
47,0.7572278045117855,0.03232158441096544,0.04869835264980793,0.14480289351195097,0.17256034165620804,0.34993171598762274
48,0.7480271831154823,0.032880754210054874,0.04505586996674538,0.14787179790437222,0.16904788557440042,0.34483971167355776
49,0.7541354512795806,0.034036291763186455,0.051011607982218266,0.14394518081098795,0.17120717745274305,0.3454857971519232
